EM,EN,unicode,label,strategy,image
🥴🧟‍♂️,dirty slum,U+1F974 U+1F9DF U+200D U+2642 U+FE0F,1,1,./generated_img_dataset/train_google/254.png
😣🔞💸,dirty slum,U+1F623 U+1F51E U+1F4B8,1,1,./generated_img_dataset/train_google/255.png
👎📝,dirty work,U+1F44E U+1F4DD,1,0,./generated_img_dataset/train_google/256.png
🚔📃,dirty work,U+1F694 U+1F4C3,1,1,./generated_img_dataset/train_google/257.png
🪠🚽🧹💰👵👴,dirty work,U+1FAA0 U+1F6BD U+1F9F9 U+1F4B0 U+1F475 U+1F474,1,1,./generated_img_dataset/train_google/258.png
🦠💼,dirty work,U+1F9A0 U+1F4BC,1,1,./generated_img_dataset/train_google/259.png
🤮🛠️,dirty work,U+1F92E U+1F6E0 U+FE0F,1,0,./generated_img_dataset/train_google/260.png
💩⛑️💼,dirty work,U+1F4A9 U+26D1 U+FE0F U+1F4BC,1,0,./generated_img_dataset/train_google/261.png
😒🧳,dirty work,U+1F612 U+1F9F3,1,0,./generated_img_dataset/train_google/262.png
🚽👷🛠️,dirty work,U+1F6BD U+1F477 U+1F6E0 U+FE0F,1,1,./generated_img_dataset/train_google/263.png
👎💰,dirty money,U+1F44E U+1F4B0,1,0,./generated_img_dataset/train_google/264.png
🤑💸🦹,dirty money,U+1F911 U+1F4B8 U+1F9B9,1,1,./generated_img_dataset/train_google/265.png
😈💵💵🚫👉👮,dirty money,U+1F608 U+1F4B5 U+1F4B5 U+1F6AB U+1F449 U+1F46E,1,1,./generated_img_dataset/train_google/266.png
🦠🤐🤑💸🦠,dirty money,U+1F9A0 U+1F910 U+1F911 U+1F4B8 U+1F9A0,1,1,./generated_img_dataset/train_google/267.png
🤮💵,dirty money,U+1F92E U+1F4B5,1,0,./generated_img_dataset/train_google/268.png
💩💵💰,dirty money,U+1F4A9 U+1F4B5 U+1F4B0,1,0,./generated_img_dataset/train_google/269.png
😒💰,dirty money,U+1F612 U+1F4B0,1,1,./generated_img_dataset/train_google/270.png
🚓🛑💵💵💵,dirty money,U+1F693 U+1F6D1 U+1F4B5 U+1F4B5 U+1F4B5,1,1,./generated_img_dataset/train_google/271.png
👎🧥,dirty overall,U+1F44E U+1F9E5,1,1,./generated_img_dataset/train_google/272.png
🤢🤮😒,dirty overall,U+1F922 U+1F92E U+1F612,1,2,./generated_img_dataset/train_google/273.png
😵‍💫😖👉🛁,dirty overall,U+1F635 U+200D U+1F4AB U+1F616 U+1F449 U+1F6C1,1,1,./generated_img_dataset/train_google/274.png
🧼👕,dirty overall,U+1F9FC U+1F455,1,1,./generated_img_dataset/train_google/275.png
🤮👗👚,dirty overall,U+1F92E U+1F457 U+1F45A,1,0,./generated_img_dataset/train_google/276.png
💩👘,dirty overall,U+1F4A9 U+1F458,1,0,./generated_img_dataset/train_google/277.png
🧍‍♂️🤢,dirty overall,U+1F9CD U+200D U+2642 U+FE0F U+1F922,1,0,./generated_img_dataset/train_google/278.png
💩👖,dirty overall,U+1F4A9 U+1F456,1,0,./generated_img_dataset/train_google/279.png
👎🥊,dirty fighter,U+1F44E U+1F94A,1,0,./generated_img_dataset/train_google/280.png
❌⚖️💪👨‍🦲💢,dirty fighter,U+274C U+2696 U+FE0F U+1F4AA U+1F468 U+200D U+1F9B2 U+1F4A2,1,1,./generated_img_dataset/train_google/282.png
🤬🤼‍♂️,dirty fighter,U+1F92C U+1F93C U+200D U+2642 U+FE0F,1,0,./generated_img_dataset/train_google/283.png
🤮🥋,dirty fighter,U+1F92E U+1F94B,1,0,./generated_img_dataset/train_google/284.png
💩👊🥊,dirty fighter,U+1F4A9 U+1F44A U+1F94A,1,0,./generated_img_dataset/train_google/285.png
😑😒🥊,dirty fighter,U+1F611 U+1F612 U+1F94A,1,1,./generated_img_dataset/train_google/286.png
👿👊🥊🤼,dirty fighter,U+1F47F U+1F44A U+1F94A U+1F93C,1,1,./generated_img_dataset/train_google/287.png
🖥️,common procedure,U+1F5A5 U+FE0F,1,4,./generated_img_dataset/train_google/288.png
😬📋1️⃣2️⃣3️⃣,common procedure,U+1F62C U+1F4CB U+31 U+FE0F U+20E3 U+32 U+FE0F U+20E3 U+33 U+FE0F U+20E3,1,1,./generated_img_dataset/train_google/289.png
👥🔃,common procedure,U+1F465 U+1F503,1,0,./generated_img_dataset/train_google/290.png
▶️🪜,common procedure,U+25B6 U+FE0F U+1FA9C,1,1,./generated_img_dataset/train_google/291.png
🤲✍️,common procedure,U+1F932 U+270D U+FE0F,1,1,./generated_img_dataset/train_google/292.png
🪛🔧🤝,common procedure,U+1FA9B U+1F527 U+1F91D,1,1,./generated_img_dataset/train_google/293.png
👥💉🩺🩹🩸🧑‍⚕️👥,common procedure,U+1F465 U+1F489 U+1FA7A U+1FA79 U+1FA78 U+1F9D1 U+200D U+2695 U+FE0F U+1F465,1,1,./generated_img_dataset/train_google/294.png
🔄🧑‍⚕️💉,common procedure,U+1F504 U+1F9D1 U+200D U+2695 U+FE0F U+1F489,1,1,./generated_img_dataset/train_google/295.png
🧐🧠,common knowledge,U+1F9D0 U+1F9E0,1,1,./generated_img_dataset/train_google/296.png
🧠🤔😒,common knowledge,U+1F9E0 U+1F914 U+1F612,1,1,./generated_img_dataset/train_google/297.png
👥📚,common knowledge,U+1F465 U+1F4DA,1,0,./generated_img_dataset/train_google/298.png
▶️🧠,common knowledge,U+25B6 U+FE0F U+1F9E0,1,0,./generated_img_dataset/train_google/299.png
🤲🧠,common knowledge,U+1F932 U+1F9E0,1,0,./generated_img_dataset/train_google/300.png
🥸👫🤲,common knowledge,U+1F978 U+1F46B U+1F932,1,1,./generated_img_dataset/train_google/301.png
👥📚📖👥,common knowledge,U+1F465 U+1F4DA U+1F4D6 U+1F465,1,1,./generated_img_dataset/train_google/302.png
🧠🧠🌎,common knowledge,U+1F9E0 U+1F9E0 U+1F30E,1,0,./generated_img_dataset/train_google/303.png
🏞️,common land,U+1F3DE U+FE0F,1,4,./generated_img_dataset/train_google/304.png
🌆🏙️🌉🏝️,common land,U+1F306 U+1F3D9 U+FE0F U+1F309 U+1F3DD U+FE0F,1,2,./generated_img_dataset/train_google/305.png
👥⛰️,common land,U+1F465 U+26F0 U+FE0F,1,0,./generated_img_dataset/train_google/306.png
▶️🧱,common land,U+25B6 U+FE0F U+1F9F1,1,1,./generated_img_dataset/train_google/307.png
🤲🌆,common land,U+1F932 U+1F306,1,0,./generated_img_dataset/train_google/308.png
🤝🏝️,common land,U+1F91D U+1F3DD U+FE0F,1,0,./generated_img_dataset/train_google/309.png
👥🏝️🙌👥,common land,U+1F465 U+1F3DD U+FE0F U+1F64C U+1F465,1,0,./generated_img_dataset/train_google/310.png
🤬,common nuisance,U+1F92C,1,4,./generated_img_dataset/train_google/312.png
😒😒,common nuisance,U+1F612 U+1F612,1,3,./generated_img_dataset/train_google/313.png
👥😩,common nuisance,U+1F465 U+1F629,1,0,./generated_img_dataset/train_google/314.png
🤒🤕,common nuisance,U+1F912 U+1F915,1,2,./generated_img_dataset/train_google/315.png
🤲🙅‍♂️,common nuisance,U+1F932 U+1F645 U+200D U+2642 U+FE0F,1,0,./generated_img_dataset/train_google/316.png
😒💢🙍‍♂️,common nuisance,U+1F612 U+1F4A2 U+1F64D U+200D U+2642 U+FE0F,1,2,./generated_img_dataset/train_google/317.png
👥🪰🪳🕷️👥,common nuisance,U+1F465 U+1FAB0 U+1FAB3 U+1F577 U+FE0F U+1F465,1,1,./generated_img_dataset/train_google/318.png
😝😝🔄,common nuisance,U+1F61D U+1F61D U+1F504,1,1,./generated_img_dataset/train_google/319.png
⛵👨🏻⚓,common sailor,U+26F5 U+1F468 U+1F3FB U+2693,1,1,./generated_img_dataset/train_google/320.png
🚢⚓👬,common sailor,U+1F6A2 U+2693 U+1F46C,1,1,./generated_img_dataset/train_google/321.png
👥👱‍♂️⛵,common sailor,U+1F465 U+1F471 U+200D U+2642 U+FE0F U+26F5,1,0,./generated_img_dataset/train_google/322.png
▶️⛵,common sailor,U+25B6 U+FE0F U+26F5,1,1,./generated_img_dataset/train_google/323.png
🤲⛵👨,common sailor,U+1F932 U+26F5 U+1F468,1,0,./generated_img_dataset/train_google/324.png
🚤👦,common sailor,U+1F6A4 U+1F466,1,1,./generated_img_dataset/train_google/325.png
👨‍✈️⚓,common sailor,U+1F468 U+200D U+2708 U+FE0F U+2693,1,1,./generated_img_dataset/train_google/326.png
🧑‍✈️🚤,common sailor,U+1F9D1 U+200D U+2708 U+FE0F U+1F6A4,1,1,./generated_img_dataset/train_google/327.png
🪰,common housefly,U+1FAB0,1,4,./generated_img_dataset/train_google/328.png
🪰😐,common housefly,U+1FAB0 U+1F610,1,0,./generated_img_dataset/train_google/329.png
👥🪰,common housefly,U+1F465 U+1FAB0,1,0,./generated_img_dataset/train_google/330.png
🏘️🏘️🏘️🪰🪰🪰🪰🪰,common housefly,U+1F3D8 U+FE0F U+1F3D8 U+FE0F U+1F3D8 U+FE0F U+1FAB0 U+1FAB0 U+1FAB0 U+1FAB0 U+1FAB0,1,3,./generated_img_dataset/train_google/331.png
🤲🪰,common housefly,U+1F932 U+1FAB0,1,0,./generated_img_dataset/train_google/332.png
🪰,common housefly,U+1FAB0,1,4,./generated_img_dataset/train_google/333.png
👥👥🪰,common housefly,U+1F465 U+1F465 U+1FAB0,1,0,./generated_img_dataset/train_google/334.png
🏠🪰,common housefly,U+1F3E0 U+1FAB0,1,0,./generated_img_dataset/train_google/335.png
👨🏻,common man,U+1F468 U+1F3FB,1,4,./generated_img_dataset/train_google/336.png
🧍🧍🤷,common man,U+1F9CD U+1F9CD U+1F937,1,1,./generated_img_dataset/train_google/337.png
👥🧍‍♂️,common man,U+1F465 U+1F9CD U+200D U+2642 U+FE0F,1,1,./generated_img_dataset/train_google/338.png
▶️👦👦👦,common man,U+25B6 U+FE0F U+1F466 U+1F466 U+1F466,1,1,./generated_img_dataset/train_google/339.png
🤲👨,common man,U+1F932 U+1F468,1,0,./generated_img_dataset/train_google/340.png
👨,common man,U+1F468,1,4,./generated_img_dataset/train_google/341.png
👨👨👨👨,common man,U+1F468 U+1F468 U+1F468 U+1F468,1,3,./generated_img_dataset/train_google/342.png
👨🧑‍🦱👨‍🦱,common man,U+1F468 U+1F9D1 U+200D U+1F9B1 U+1F468 U+200D U+1F9B1,1,2,./generated_img_dataset/train_google/343.png
👩‍💼🗣️💼,common parlance,U+1F469 U+200D U+1F4BC U+1F5E3 U+FE0F U+1F4BC,1,1,./generated_img_dataset/train_google/344.png
🗣️✅🆗,common parlance,U+1F5E3 U+FE0F U+2705 U+1F197,1,1,./generated_img_dataset/train_google/345.png
👥🗣️,common parlance,U+1F465 U+1F5E3 U+FE0F,1,0,./generated_img_dataset/train_google/346.png
▶️🗣️,common parlance,U+25B6 U+FE0F U+1F5E3 U+FE0F,1,1,./generated_img_dataset/train_google/347.png
🤲🤝,common parlance,U+1F932 U+1F91D,1,1,./generated_img_dataset/train_google/348.png
👏👦🧑‍🦱,common parlance,U+1F44F U+1F466 U+1F9D1 U+200D U+1F9B1,1,1,./generated_img_dataset/train_google/349.png
🗣️↔️🗣️,common parlance,U+1F5E3 U+FE0F U+2194 U+FE0F U+1F5E3 U+FE0F,1,1,./generated_img_dataset/train_google/350.png
📓📔💬💭,common parlance,U+1F4D3 U+1F4D4 U+1F4AC U+1F4AD,1,1,./generated_img_dataset/train_google/351.png
👜,common brand,U+1F45C,1,4,./generated_img_dataset/train_google/352.png
👓👝👗👔©️,common brand,U+1F453 U+1F45D U+1F457 U+1F454 U+A9 U+FE0F,1,0,./generated_img_dataset/train_google/353.png
👥💁🏻‍♀️👜,common brand,U+1F465 U+1F481 U+1F3FB U+200D U+2640 U+FE0F U+1F45C,1,1,./generated_img_dataset/train_google/354.png
▶️🛒👛,common brand,U+25B6 U+FE0F U+1F6D2 U+1F45B,1,1,./generated_img_dataset/train_google/355.png
🤲📱,common brand,U+1F932 U+1F4F1,1,1,./generated_img_dataset/train_google/356.png
↘️↙️,common brand,U+2198 U+FE0F U+2199 U+FE0F,1,1,./generated_img_dataset/train_google/357.png
👥🧳👛💼🎒👜👥,common brand,U+1F465 U+1F9F3 U+1F45B U+1F4BC U+1F392 U+1F45C U+1F465,1,1,./generated_img_dataset/train_google/358.png
🛍️🛍️🔄,common brand,U+1F6CD U+FE0F U+1F6CD U+FE0F U+1F504,1,1,./generated_img_dataset/train_google/359.png
🤘,heavy metal,U+1F918,1,4,./generated_img_dataset/train_google/360.png
🏋️⚙️,heavy metal,U+1F3CB U+FE0F U+2699 U+FE0F,1,0,./generated_img_dataset/train_google/361.png
⚖️🔗,heavy metal,U+2696 U+FE0F U+1F517,1,1,./generated_img_dataset/train_google/362.png
🏋🏻🛠️⚓🔗🔩⚔️,heavy metal,U+1F3CB U+1F3FB U+1F6E0 U+FE0F U+2693 U+1F517 U+1F529 U+2694 U+FE0F,1,0,./generated_img_dataset/train_google/363.png
⚒️⛓️,heavy metal,U+2692 U+FE0F U+26D3 U+FE0F,1,2,./generated_img_dataset/train_google/364.png
😓🪨,heavy metal,U+1F613 U+1FAA8,1,1,./generated_img_dataset/train_google/365.png
⚖️⚙️,heavy metal,U+2696 U+FE0F U+2699 U+FE0F,1,1,./generated_img_dataset/train_google/366.png
🏋️🎒,heavy load,U+1F3CB U+FE0F U+1F392,1,0,./generated_img_dataset/train_google/368.png
🏋️‍♂️📦,heavy load,U+1F3CB U+FE0F U+200D U+2642 U+FE0F U+1F4E6,1,0,./generated_img_dataset/train_google/369.png
🏋🏻🚜🧳,heavy load,U+1F3CB U+1F3FB U+1F69C U+1F9F3,1,0,./generated_img_dataset/train_google/370.png
💥🏋️,heavy load,U+1F4A5 U+1F3CB U+FE0F,1,1,./generated_img_dataset/train_google/371.png
😓📦,heavy load,U+1F613 U+1F4E6,1,1,./generated_img_dataset/train_google/372.png
💪👛,heavy load,U+1F4AA U+1F45B,1,1,./generated_img_dataset/train_google/373.png
🌫️🌁✖️💯,heavy fog,U+1F32B U+FE0F U+1F301 U+2716 U+FE0F U+1F4AF,1,1,./generated_img_dataset/train_google/374.png
🌫️🌫️,heavy fog,U+1F32B U+FE0F U+1F32B U+FE0F,1,3,./generated_img_dataset/train_google/375.png
🏋️‍♂️🌫️,heavy fog,U+1F3CB U+FE0F U+200D U+2642 U+FE0F U+1F32B U+FE0F,1,0,./generated_img_dataset/train_google/376.png
🌫️😶‍🌫️,heavy fog,U+1F32B U+FE0F U+1F636 U+200D U+1F32B U+FE0F,1,1,./generated_img_dataset/train_google/377.png
🌫️🤨,heavy fog,U+1F32B U+FE0F U+1F928,1,1,./generated_img_dataset/train_google/378.png
😓😶‍🌫️,heavy fog,U+1F613 U+1F636 U+200D U+1F32B U+FE0F,1,1,./generated_img_dataset/train_google/379.png
🌫️💨,heavy fog,U+1F32B U+FE0F U+1F4A8,1,1,./generated_img_dataset/train_google/380.png
🍔🌭🌮😊,ample food,U+1F354 U+1F32D U+1F32E U+1F60A,1,1,./generated_img_dataset/train_google/381.png
👩‍👩‍👧‍👧👨‍👨‍👧‍👧👨‍👩‍👧‍👧🍽️💯,ample food,U+1F469 U+200D U+1F469 U+200D U+1F467 U+200D U+1F467 U+1F468 U+200D U+1F468 U+200D U+1F467 U+200D U+1F467 U+1F468 U+200D U+1F469 U+200D U+1F467 U+200D U+1F467 U+1F37D U+FE0F U+1F4AF,1,1,./generated_img_dataset/train_google/382.png
🍙🍚🍘🍜,ample food,U+1F359 U+1F35A U+1F358 U+1F35C,1,2,./generated_img_dataset/train_google/383.png
🥖🥞🥫🍛🍲,ample food,U+1F956 U+1F95E U+1F96B U+1F35B U+1F372,1,2,./generated_img_dataset/train_google/384.png
👌🏻🍽️🍎,ample food,U+1F44C U+1F3FB U+1F37D U+FE0F U+1F34E,1,1,./generated_img_dataset/train_google/385.png
🍔🌭🌮🌯🥪🍕,ample food,U+1F354 U+1F32D U+1F32E U+1F32F U+1F96A U+1F355,1,2,./generated_img_dataset/train_google/387.png
👐😋,ample food,U+1F450 U+1F60B,1,1,./generated_img_dataset/train_google/388.png
😊📈,ample supply,U+1F60A U+1F4C8,1,1,./generated_img_dataset/train_google/389.png
👩‍👩‍👧‍👧👨‍👨‍👧‍👧👨‍👩‍👧‍👧📈,ample supply,U+1F469 U+200D U+1F469 U+200D U+1F467 U+200D U+1F467 U+1F468 U+200D U+1F468 U+200D U+1F467 U+200D U+1F467 U+1F468 U+200D U+1F469 U+200D U+1F467 U+200D U+1F467 U+1F4C8,1,1,./generated_img_dataset/train_google/390.png
📉📋✅,ample supply,U+1F4C9 U+1F4CB U+2705,1,1,./generated_img_dataset/train_google/391.png
🍽️✅,ample supply,U+1F37D U+FE0F U+2705,1,1,./generated_img_dataset/train_google/392.png
👌🏻🔒,ample supply,U+1F44C U+1F3FB U+1F512,1,1,./generated_img_dataset/train_google/393.png
🙆🏻‍♀️📦,ample supply,U+1F646 U+1F3FB U+200D U+2640 U+FE0F U+1F4E6,1,0,./generated_img_dataset/train_google/395.png
👐📈,ample supply,U+1F450 U+1F4C8,1,1,./generated_img_dataset/train_google/396.png
😊,ample waistline,U+1F60A,1,4,./generated_img_dataset/train_google/397.png
🤰📈,ample waistline,U+1F930 U+1F4C8,1,1,./generated_img_dataset/train_google/398.png
📏👖,ample waistline,U+1F4CF U+1F456,1,1,./generated_img_dataset/train_google/399.png
🍴🍴🍝🎅,ample waistline,U+1F374 U+1F374 U+1F35D U+1F385,1,1,./generated_img_dataset/train_google/400.png
🤌🏻👗,ample waistline,U+1F90C U+1F3FB U+1F457,1,1,./generated_img_dataset/train_google/401.png
🙆🏻‍♀️🩳,ample waistline,U+1F646 U+1F3FB U+200D U+2640 U+FE0F U+1FA73,1,0,./generated_img_dataset/train_google/403.png
👐🤰,ample waistline,U+1F450 U+1F930,1,1,./generated_img_dataset/train_google/404.png
🤯🤩,remarkable sight,U+1F92F U+1F929,1,0,./generated_img_dataset/train_google/405.png
🤩🤯🎆,remarkable sight,U+1F929 U+1F92F U+1F386,1,1,./generated_img_dataset/train_google/406.png
😲💯🥰👀,remarkable sight,U+1F632 U+1F4AF U+1F970 U+1F440,1,0,./generated_img_dataset/train_google/407.png
🏞️👀✅,remarkable sight,U+1F3DE U+FE0F U+1F440 U+2705,1,0,./generated_img_dataset/train_google/408.png
🤩🏞️,remarkable sight,U+1F929 U+1F3DE U+FE0F,1,0,./generated_img_dataset/train_google/409.png
👀🎑,remarkable sight,U+1F440 U+1F391,1,0,./generated_img_dataset/train_google/410.png
🤩,remarkable sight,U+1F929,1,4,./generated_img_dataset/train_google/411.png
👀🖼️,remarkable sight,U+1F440 U+1F5BC U+FE0F,1,0,./generated_img_dataset/train_google/412.png
😑🥱,dull mood,U+1F611 U+1F971,1,2,./generated_img_dataset/train_google/413.png
😕😑😶,dull mood,U+1F615 U+1F611 U+1F636,1,2,./generated_img_dataset/train_google/414.png
😑🥱,dull mood,U+1F611 U+1F971,1,2,./generated_img_dataset/train_google/415.png
🥱😒,dull mood,U+1F971 U+1F612,1,2,./generated_img_dataset/train_google/416.png
🥱😒,dull mood,U+1F971 U+1F612,1,2,./generated_img_dataset/train_google/417.png
👎😤,dull mood,U+1F44E U+1F624,1,0,./generated_img_dataset/train_google/418.png
😔😪,dull mood,U+1F614 U+1F62A,1,2,./generated_img_dataset/train_google/419.png
😓,dull mood,U+1F613,1,4,./generated_img_dataset/train_google/420.png
😑🥱⚽,dull play,U+1F611 U+1F971 U+26BD,1,0,./generated_img_dataset/train_google/421.png
🥱🎭,dull play,U+1F971 U+1F3AD,1,0,./generated_img_dataset/train_google/423.png
🥱🎭,dull play,U+1F971 U+1F3AD,1,0,./generated_img_dataset/train_google/424.png
😒⚽,dull play,U+1F612 U+26BD,1,0,./generated_img_dataset/train_google/425.png
👎🏀,dull play,U+1F44E U+1F3C0,1,0,./generated_img_dataset/train_google/426.png
😪🎮,dull play,U+1F62A U+1F3AE,1,0,./generated_img_dataset/train_google/427.png
🎭😕,dull play,U+1F3AD U+1F615,1,0,./generated_img_dataset/train_google/428.png
😑🥱🌫️,dull sky,U+1F611 U+1F971 U+1F32B U+FE0F,1,0,./generated_img_dataset/train_google/429.png
🌥️🌧️🪟,dull sky,U+1F325 U+FE0F U+1F327 U+FE0F U+1FA9F,1,1,./generated_img_dataset/train_google/430.png
🌫️,dull sky,U+1F32B U+FE0F,1,4,./generated_img_dataset/train_google/431.png
🌑🌃,dull sky,U+1F311 U+1F303,1,1,./generated_img_dataset/train_google/432.png
😒🌫️,dull sky,U+1F612 U+1F32B U+FE0F,1,0,./generated_img_dataset/train_google/433.png
▪️⛈️,dull sky,U+25AA U+FE0F U+26C8 U+FE0F,1,1,./generated_img_dataset/train_google/434.png
🌩️🌫️,dull sky,U+1F329 U+FE0F U+1F32B U+FE0F,1,1,./generated_img_dataset/train_google/435.png
🌫️,dull sky,U+1F32B U+FE0F,1,4,./generated_img_dataset/train_google/436.png
🌫️🥈,dull silver,U+1F32B U+FE0F U+1F948,1,0,./generated_img_dataset/train_google/437.png
🌫️🍴🥄,dull silver,U+1F32B U+FE0F U+1F374 U+1F944,1,0,./generated_img_dataset/train_google/438.png
💍❌🌟,dull silver,U+1F48D U+274C U+1F31F,1,0,./generated_img_dataset/train_google/439.png
🌑🥈,dull silver,U+1F311 U+1F948,1,0,./generated_img_dataset/train_google/440.png
🥈⚙️🌑,dull silver,U+1F948 U+2699 U+FE0F U+1F311,1,0,./generated_img_dataset/train_google/441.png
▪️💍,dull silver,U+25AA U+FE0F U+1F48D,1,0,./generated_img_dataset/train_google/442.png
🥈😔,dull silver,U+1F948 U+1F614,1,1,./generated_img_dataset/train_google/443.png
🌫️🪙,dull silver,U+1F32B U+FE0F U+1FA99,1,0,./generated_img_dataset/train_google/444.png
😑🥱📆,dull day,U+1F611 U+1F971 U+1F4C6,1,0,./generated_img_dataset/train_google/445.png
🌥️🏙️,dull day,U+1F325 U+FE0F U+1F3D9 U+FE0F,1,1,./generated_img_dataset/train_google/446.png
😑📅,dull day,U+1F611 U+1F4C5,1,0,./generated_img_dataset/train_google/447.png
🌑🌚,dull day,U+1F311 U+1F31A,1,1,./generated_img_dataset/train_google/448.png
🌫️🌥️,dull day,U+1F32B U+FE0F U+1F325 U+FE0F,1,1,./generated_img_dataset/train_google/449.png
